gene_symbol,OG,TargetSpecies_Count,Reference_Count
STUB1,OG0007576,NA,NA
STX11,OG0008368,1,1
STX16,OG0006700,NA,NA
STX17,OG0008648,NA,NA
STX18,OG0009223,NA,NA
STX19,OG0011783,NA,NA
STX4,OG0011445,NA,NA
STX5,OG0008092,NA,NA
STX8,OG0008585,NA,NA
STXBP3,OG0011269,NA,NA
STXBP4,NA,1,1
STXBP6,OG0006104,NA,NA
STYX,OG0008705,NA,NA
STYXL1,OG0011128,NA,NA
SUCLA2,OG0004095,NA,NA
SUCLG1,OG0009333,NA,NA
SUCLG2,OG0007804,NA,NA
SUCO,OG0003692,1,1
SUDS3,OG0008348,NA,NA
SUFU,OG0007364,NA,NA
SUGCT,OG0006472,NA,NA
SUGP1,OG0007192,NA,NA
SUGP2,OG0004133,1,1
SUGT1,OG0007268,NA,NA
SULF2,NA,1,1
SULT1A1,NA,1,1
SULT1A3,NA,1,1
SULT1B1,NA,1,1
SULT4A1,OG0008470,NA,NA
SUMF1,OG0007477,NA,NA
SUMF2,OG0011272,NA,NA
SUN1,OG0004109,NA,NA
SUN2,OG0010092,1,1
SUOX,OG0011351,NA,NA
SUPT16H,OG0009014,NA,NA
SUPT3H,OG0007360,NA,NA
SUPT4H1,OG0004522,NA,NA
SUPT5H,OG0005623,NA,NA
SUPT6H,OG0005215,NA,NA
SUPT7L,OG0010504,NA,NA
SUPV3L1,OG0004423,NA,NA
SURF1,OG0009862,NA,NA
SURF2,OG0008837,NA,NA
SURF6,OG0008311,NA,NA
SUSD1,OG0005783,NA,NA
SUSD2,OG0011744,NA,NA
SUSD3,OG0003917,NA,NA
SUSD4,OG0011016,NA,NA
SUSD5,OG0006352,NA,NA
SUV420H1,OG0009282,NA,NA
SUZ12,OG0004920,NA,NA
SV2A,NA,1,1
SVEP1,OG0006981,1,1
SVIP,OG0011904,NA,NA
SVOP,OG0007914,NA,NA
SVOPL,OG0010134,1,1
SWAP70,OG0004093,NA,NA
SWI5,OG0008692,2,2
SWSAP1,OG0011082,NA,NA
SWT1,OG0007352,NA,NA
SYAP1,NA,1,1
SYBU,OG0009260,NA,NA
SYCE2,OG0008868,NA,NA
SYCE3,OG0011911,NA,NA
SYCP2,NA,1,1
SYCP3,OG0004160,NA,NA
SYDE1,NA,1,1
SYF2,OG0007903,NA,NA
SYMPK,OG0011784,NA,NA
SYNC,OG0010496,NA,NA
SYNE1,NA,1,1
SYNE2,NA,1,1
SYNE3,OG0010716,NA,NA
SYNGAP1,OG0005878,NA,NA
SYNJ1,OG0007892,NA,NA
SYNJ2,OG0012379,1,1
SYNJ2BP,OG0010837,NA,NA
SYNM,OG0012114,1,1
SYNPO,OG0006635,1,1
SYNPO2,OG0005877,NA,NA
SYNPO2L,OG0005351,NA,NA
SYNRG,OG0005372,1,1
SYS1,OG0011892,NA,NA
SYT12,OG0008851,NA,NA
SYT13,OG0009103,NA,NA
SYT14,OG0004180,NA,NA
SYT15,OG0012299,NA,NA
SYT16,OG0011928,NA,NA
SYT17,OG0010798,NA,NA
SYT3,OG0010235,NA,NA
SYT7,OG0003995,NA,NA
SYT9,OG0007384,NA,NA
SYTL2,OG0012335,1,1
SYTL3,OG0005385,1,1
SYTL4,OG0011588,NA,NA
SYTL5,OG0009475,NA,NA
SYVN1,OG0007013,NA,NA
SZRD1,OG0006730,NA,NA
SZT2,OG0003451,1,1
TAAR9,NA,1,1
TAB1,OG0008671,NA,NA
TAB2,OG0008697,NA,NA
TAB3,OG0006128,NA,NA
TAC3,OG0007333,NA,NA
TACC1,OG0005529,NA,NA
TACC2,OG0005407,NA,NA
TACC3,OG0009177,NA,NA
TACO1,OG0006064,NA,NA
TADA1,OG0008694,NA,NA
TADA2A,OG0007902,NA,NA
TADA2B,OG0008219,NA,NA
TADA3,OG0004573,NA,NA
TAF1,OG0007906,NA,NA
TAF10,OG0008552,NA,NA
TAF11,OG0004254,1,1
TAF12,OG0005705,NA,NA
TAF1A,OG0010441,1,1
TAF1B,OG0005976,NA,NA
TAF1C,OG0006469,1,1
TAF1D,OG0011907,NA,NA
TAF2,OG0007933,NA,NA
TAF3,OG0009372,NA,NA
TAF5,OG0009257,NA,NA
TAF5L,OG0005367,NA,NA
TAF6,OG0007307,NA,NA
TAF6L,OG0009943,1,1
TAF8,OG0005278,NA,NA
TAL1,OG0007704,NA,NA
TALDO1,OG0007234,NA,NA
TAMM41,OG0010559,NA,NA
TANC1,OG0010736,NA,NA
TANC2,OG0007720,NA,NA
TANGO2,OG0008942,NA,NA
TANGO6,OG0010317,1,1
TANK,OG0007824,NA,NA
TAOK2,NA,1,1
TAP1,NA,1,1
TAPBP,OG0011270,NA,NA
TAPT1,OG0004345,NA,NA
TARBP1,OG0006236,NA,NA
TARDBP,OG0004047,NA,NA
TARS2,NA,1,1
TAS2R3,NA,1,1
TAS2R38,NA,1,1
TASP1,OG0006897,NA,NA
TAT,OG0004054,NA,NA
TATDN1,OG0007146,NA,NA
TATDN2,OG0009594,1,1
TAX1BP1,OG0004105,NA,NA
TAX1BP3,OG0011092,NA,NA
TAZ,OG0011173,NA,NA
TBATA,OG0007676,NA,NA
TBC1D10B,NA,1,1
TBC1D13,OG0010486,NA,NA
TBC1D16,OG0009021,NA,NA
TBC1D19,OG0007276,NA,NA
TBC1D2,OG0005646,NA,NA
TBC1D20,NA,1,1
TBC1D23,OG0009243,NA,NA
TBC1D25,OG0011411,NA,NA
TBC1D2B,OG0008884,NA,NA
TBC1D30,OG0005338,NA,NA
TBC1D31,OG0007491,NA,NA
TBC1D32,OG0009276,NA,NA
TBC1D5,OG0009268,1,1
TBC1D7,OG0009752,NA,NA
TBC1D8B,NA,1,1
TBC1D9B,NA,1,1
TBCB,OG0007623,NA,NA
TBCC,OG0007123,NA,NA
TBCCD1,OG0008248,NA,NA
TBCD,OG0005589,NA,NA
TBCE,OG0009936,1,1
TBCK,OG0010595,NA,NA
TBKBP1,OG0005830,NA,NA
TBL2,OG0008315,NA,NA
TBL3,OG0006593,NA,NA
TBPL1,OG0010414,NA,NA
TBR1,OG0005467,NA,NA
TBRG1,OG0007241,1,1
TBRG4,OG0007644,NA,NA
TBX20,OG0009524,1,1
TBX21,OG0008051,NA,NA
TBX22,OG0007724,NA,NA
TBXA2R,OG0010139,NA,NA
TBXAS1,OG0008339,1,1
TC2N,OG0005741,1,1
TCAF2,NA,1,1
TCAIM,OG0006054,NA,NA
TCEANC,OG0005737,1,1
TCEANC2,OG0009941,NA,NA
TCEB1,OG0003150,NA,NA
TCERG1,OG0004723,NA,NA
TCERG1L,OG0010589,NA,NA
TCF12,OG0004924,NA,NA
TCF19,OG0008351,NA,NA
TCF20,OG0003792,NA,NA
TCF25,OG0006395,NA,NA
TCF3,OG0004582,NA,NA
TCF4,OG0011528,NA,NA
TCFL5,OG0009671,NA,NA
TCHH,NA,1,1
TCHHL1,NA,1,1
TCHP,OG0011394,1,1
TCN2,OG0010518,1,1
TCOF1,OG0011872,1,1
TCP1,OG0005320,NA,NA
TCP11L1,OG0004760,NA,NA
TCP11L2,OG0011561,1,1
TCTA,OG0008661,NA,NA
TCTE1,OG0008140,NA,NA
TCTE3,OG0012456,NA,NA
TCTEX1D1,OG0004158,NA,NA
TCTEX1D2,OG0011393,NA,NA
TCTEX1D4,OG0012362,NA,NA
TCTN1,OG0010569,1,1
TCTN2,OG0012095,NA,NA
TCTN3,OG0011905,NA,NA
TDG,OG0005534,NA,NA
TDO2,OG0004506,NA,NA
TDP1,OG0008701,1,1
TDP2,OG0004614,NA,NA
TDRD1,OG0003619,NA,NA
TDRD12,OG0011947,NA,NA
TDRD15,OG0012201,1,1
TDRD3,OG0006660,NA,NA
TDRD5,OG0011515,NA,NA
TDRD6,OG0011920,1,1
TDRD7,OG0006245,NA,NA
TDRD9,OG0005740,NA,NA
TDRKH,OG0006082,2,2
TDRP,OG0009861,NA,NA
TECPR1,OG0006664,1,1
TECPR2,OG0006546,NA,NA
TECTB,OG0011643,NA,NA
TEDC2,NA,1,1
TEFM,OG0006141,1,1
TEKT1,OG0011274,NA,NA
TEKT2,OG0009897,NA,NA
TEKT3,OG0008655,1,1
TEKT4,OG0008290,NA,NA
TELO2,OG0010188,NA,NA
TEN1,OG0008177,NA,NA
TENC1,OG0007961,NA,NA
TENT5B,NA,1,1
TEP1,OG0004424,2,2
TEPP,OG0012624,NA,NA
TERB1,NA,1,1
TERF1,OG0005995,2,2
TERF2,OG0004761,1,1
TERF2IP,OG0010650,1,1
TERT,OG0009802,1,1
TESC,OG0006250,1,1
TESPA1,OG0011180,NA,NA
TET1,NA,1,1
TET2,OG0010740,NA,NA
TEX10,OG0007421,NA,NA
TEX11,OG0011547,NA,NA
TEX14,NA,1,1
TEX2,NA,1,1
TEX26,OG0009821,NA,NA
TEX261,OG0007176,NA,NA
TEX264,OG0011080,NA,NA
TEX30,OG0007461,NA,NA
TEX33,OG0012348,NA,NA
TEX36,OG0011606,NA,NA
TEX38,NA,1,1
TEX49,OG0012594,NA,NA
TEX9,OG0009901,NA,NA
TF,NA,1,1
TFAM,OG0006699,NA,NA
TFAP2D,OG0006841,NA,NA
TFAP4,OG0005494,NA,NA
TFB1M,OG0009111,NA,NA
TFB2M,OG0008130,1,1
TFEB,OG0006864,NA,NA
TFEC,OG0006854,NA,NA
TFG,OG0006592,NA,NA
TFIP11,OG0010273,NA,NA
TFPT,OG0005359,NA,NA
TFRC,NA,1,1
TG,OG0007314,NA,NA
TGDS,OG0011694,NA,NA
TGFA,OG0009236,1,1
TGFB1,OG0005957,1,1
TGFB3,OG0006278,1,1
TGFBI,OG0009109,NA,NA
TGFBR2,OG0005282,1,1
TGFBR3,NA,1,1
TGFBRAP1,OG0005026,NA,NA
TGM1,OG0003840,NA,NA
TGM2,OG0004426,1,1
TGM3,NA,1,1
TGM5,NA,1,1
TGM6,NA,1,1
TGM7,NA,1,1
TGOLN2,OG0006943,NA,NA
TGS1,OG0010228,NA,NA
THADA,OG0008323,NA,NA
THAP1,OG0008279,NA,NA
THAP11,OG0008318,NA,NA
THAP3,OG0011738,NA,NA
THAP4,OG0004945,NA,NA
THAP7,OG0007617,NA,NA
THBD,OG0003870,NA,NA
THEG,OG0011612,1,1
THEG5,NA,1,1
THEGL,OG0012431,1,1
THEMIS2,OG0009559,1,1
THG1L,OG0007285,NA,NA
THNSL1,OG0011040,1,1
THNSL2,OG0008382,NA,NA
THOC1,OG0008278,NA,NA
THOC2,OG0003835,NA,NA
THOC3,OG0008527,NA,NA
THOC5,OG0006364,NA,NA
THOC6,OG0005819,NA,NA
THOC7,OG0007090,NA,NA
THRAP3,OG0007814,NA,NA
THSD1,OG0008800,NA,NA
THSD4,NA,1,1
THTPA,OG0011447,NA,NA
THUMPD1,OG0004207,NA,NA
THUMPD2,OG0008237,NA,NA
THUMPD3,OG0007633,1,1
THY1,OG0005326,NA,NA
THYN1,OG0005860,NA,NA
TIAM1,OG0006595,NA,NA
TIAM2,OG0006668,NA,NA
TICAM1,OG0012527,NA,NA
TICAM2,NA,1,1
TICRR,OG0010679,NA,NA
TIFA,OG0004640,1,1
TIMELESS,OG0007722,NA,NA
TIMM10,OG0009508,NA,NA
TIMM10B,OG0011201,NA,NA
TIMM21,OG0010057,1,1
TIMM22,OG0008445,NA,NA
TIMM23,OG0004304,NA,NA
TIMM44,OG0007450,NA,NA
TIMM50,OG0004282,NA,NA
TIMM8B,OG0011548,NA,NA
TIMM9,OG0003172,NA,NA
TIMMDC1,OG0009038,NA,NA
TIMP3,OG0012293,NA,NA
TINF2,NA,1,1
TIPIN,OG0004558,NA,NA
TIPRL,OG0010763,NA,NA
TIRAP,OG0010045,NA,NA
TJAP1,OG0004292,NA,NA
TJP1,OG0005548,NA,NA
TJP2,NA,1,1
TK1,OG0007305,NA,NA
TK2,OG0007934,NA,NA
TLDC1,OG0007761,NA,NA
TLDC2,OG0004774,NA,NA
TLK2,NA,2,2
TLR1,NA,1,1
TLR2,NA,1,1
TLR3,OG0006164,NA,NA
TLR4,NA,2,2
TLR5,OG0005749,1,1
TLR7,NA,1,1
TLR8,NA,1,1
TLR9,NA,1,1
TM104,NA,1,1
TM2D1,OG0007316,NA,NA
TM2D2,OG0009369,NA,NA
TM2D3,OG0006239,NA,NA
TM4SF19,OG0012507,NA,NA
TM6SF2,NA,1,1
TM7SF3,OG0004687,1,1
TM9SF1,OG0008666,NA,NA
TM9SF3,OG0009527,NA,NA
TM9SF4,OG0008626,NA,NA
TMA16,OG0005268,NA,NA
TMBIM1,OG0005854,NA,NA
TMBIM4,OG0010214,1,1
TMBIM6,OG0006065,NA,NA
TMC2,NA,1,1
TMC3,OG0007120,NA,NA
TMC5,OG0004807,1,1
TMC6,OG0009348,NA,NA
TMCC3,OG0005695,NA,NA
TMCO1,OG0009248,NA,NA
TMCO3,OG0005831,NA,NA
TMCO4,OG0010854,1,1
TMCO5A,NA,1,1
TMCO6,OG0008625,NA,NA
TMED10,NA,1,1
TMED2,OG0004670,NA,NA
TMED3,NA,1,1
TMED5,NA,1,1
TMED6,OG0008028,NA,NA
TMED8,OG0009049,NA,NA
TMEFF1,OG0007839,NA,NA
TMEFF2,OG0006289,NA,NA
TMEM101,OG0010329,NA,NA
TMEM104,OG0008428,NA,NA
TMEM107,OG0009546,NA,NA
TMEM108,OG0007710,NA,NA
TMEM109,OG0012605,NA,NA
TMEM11,OG0006103,NA,NA
TMEM115,OG0010660,NA,NA
TMEM116,OG0010602,NA,NA
TMEM117,OG0005045,NA,NA
TMEM119,OG0007229,NA,NA
TMEM120A,NA,1,1
TMEM123,OG0011122,NA,NA
TMEM125,OG0006284,NA,NA
TMEM126A,OG0005164,NA,NA
TMEM127,OG0005233,NA,NA
TMEM128,OG0007079,NA,NA
TMEM129,OG0011022,NA,NA
TMEM130,OG0011966,NA,NA
TMEM131,OG0005510,NA,NA
TMEM131L,NA,1,1
TMEM132C,NA,1,1
TMEM132E,OG0004486,NA,NA
TMEM134,OG0012070,NA,NA
TMEM135,OG0010557,NA,NA
TMEM136,OG0003537,1,1
TMEM138,OG0007572,NA,NA
TMEM144,OG0004243,NA,NA
TMEM145,OG0004468,NA,NA
TMEM147,OG0006907,NA,NA
TMEM150B,OG0008058,NA,NA
TMEM150C,OG0006428,NA,NA
TMEM154,OG0008478,1,1
TMEM156,NA,1,1
TMEM158,OG0011033,NA,NA
TMEM159,OG0008581,NA,NA
TMEM160,OG0011246,NA,NA
TMEM163,OG0003708,NA,NA
TMEM164,OG0007647,NA,NA
TMEM165,OG0008642,NA,NA
TMEM167A,OG0006678,NA,NA
TMEM167B,OG0006689,NA,NA
TMEM168,OG0004858,NA,NA
TMEM169,OG0011396,NA,NA
TMEM170A,OG0007060,NA,NA
TMEM170B,OG0008143,NA,NA
TMEM171,OG0011876,1,1
TMEM173,OG0009989,NA,NA
TMEM174,OG0011875,NA,NA
TMEM177,OG0010144,NA,NA
TMEM178A,OG0005194,NA,NA
TMEM179B,OG0005127,NA,NA
TMEM18,OG0009647,NA,NA
TMEM180,OG0005935,NA,NA
TMEM181,OG0011323,NA,NA
TMEM183A,OG0006161,NA,NA
TMEM184C,OG0007694,NA,NA
TMEM186,OG0006719,NA,NA
TMEM19,OG0009396,NA,NA
TMEM192,OG0007085,1,1
TMEM194A,OG0008854,NA,NA
TMEM194B,OG0010645,NA,NA
TMEM196,OG0010826,NA,NA
TMEM199,OG0006275,NA,NA
TMEM2,NA,1,1
TMEM200A,OG0005246,NA,NA
TMEM200B,OG0012289,NA,NA
TMEM200C,OG0006985,NA,NA
TMEM201,OG0007768,NA,NA
TMEM203,OG0008229,NA,NA
TMEM204,OG0009045,NA,NA
TMEM206,OG0010219,NA,NA
TMEM208,OG0006308,NA,NA
TMEM209,OG0009218,NA,NA
TMEM212,OG0012428,NA,NA
TMEM213,OG0012463,NA,NA
TMEM214,OG0009318,1,1
TMEM215,OG0010793,NA,NA
TMEM218,OG0009845,NA,NA
TMEM220,OG0005904,NA,NA
TMEM221,OG0012060,NA,NA
TMEM222,OG0009549,NA,NA
TMEM223,OG0010200,NA,NA
TMEM229A,OG0012265,NA,NA
TMEM230,OG0003854,NA,NA
TMEM231,OG0009017,NA,NA
TMEM232,OG0011630,1,1
TMEM234,OG0010098,NA,NA
TMEM237,OG0005477,NA,NA
TMEM240,OG0008038,NA,NA
TMEM241,OG0007324,NA,NA
TMEM242,OG0012651,NA,NA
TMEM245,OG0006198,1,1
TMEM246,OG0006831,NA,NA
TMEM25,OG0005116,NA,NA
TMEM251,OG0011047,NA,NA
TMEM252,OG0012502,NA,NA
TMEM253,NA,1,1
TMEM254,OG0009551,NA,NA
TMEM256,OG0006119,NA,NA
TMEM258,OG0003892,NA,NA
TMEM259,OG0010801,NA,NA
TMEM26,OG0003111,1,1
TMEM260,OG0009261,NA,NA
TMEM261,OG0011551,NA,NA
TMEM262,NA,1,1
TMEM265,OG0012634,NA,NA
TMEM269,OG0010852,NA,NA
TMEM27,OG0005275,NA,NA
TMEM33,OG0008635,NA,NA
TMEM35,OG0008983,NA,NA
TMEM35A,NA,1,1
TMEM37,OG0009737,NA,NA
TMEM38A,OG0008874,NA,NA
TMEM38B,OG0007118,NA,NA
TMEM41A,OG0005441,NA,NA
TMEM41B,OG0010044,NA,NA
TMEM43,OG0010268,NA,NA
TMEM44,OG0011356,2,2
TMEM45B,NA,1,1
TMEM5,OG0005898,NA,NA
TMEM51,OG0004727,NA,NA
TMEM52,OG0012089,NA,NA
TMEM52B,OG0012652,NA,NA
TMEM53,OG0008610,1,1
TMEM55A,OG0007147,NA,NA
TMEM55B,OG0004347,NA,NA
TMEM57,OG0006051,NA,NA
TMEM59,OG0006118,NA,NA
TMEM59L,OG0011200,NA,NA
TMEM60,OG0004223,NA,NA
TMEM62,OG0011840,NA,NA
TMEM63C,OG0010681,1,1
TMEM65,OG0006092,NA,NA
TMEM66,OG0010151,NA,NA
TMEM67,OG0004046,NA,NA
TMEM68,OG0003217,NA,NA
TMEM69,OG0005572,NA,NA
TMEM70,OG0006924,NA,NA
TMEM71,OG0011099,NA,NA
TMEM72,OG0011008,NA,NA
TMEM74,OG0006833,NA,NA
TMEM74B,OG0011322,NA,NA
TMEM81,OG0010818,1,1
TMEM82,OG0008548,NA,NA
TMEM8C,OG0010133,NA,NA
TMEM95,NA,1,1
TMEM97,OG0011159,NA,NA
TMEM98,OG0008195,NA,NA
TMEM9B,NA,1,1
TMF1,OG0010662,1,1
TMIE,OG0010023,NA,NA
TMIGD1,OG0011946,NA,NA
TMIGD2,NA,1,1
TMLHE,OG0006183,NA,NA
TMPRSS11D,NA,1,1
TMPRSS13,OG0006743,NA,NA
TMPRSS15,OG0011906,1,1
TMPRSS2,OG0007410,NA,NA
TMPRSS3,OG0006776,NA,NA
TMPRSS4,OG0006237,NA,NA
TMPRSS6,OG0009858,NA,NA
TMPRSS7,OG0008472,NA,NA
TMPRSS9,OG0007821,1,1
TMTC1,OG0009107,NA,NA
TMTC2,OG0004935,1,2
TMTC3,OG0010637,1,1
TMTC4,OG0010014,NA,NA
TMUB1,NA,1,1
TMX2,OG0004672,NA,NA
TMX3,OG0007641,NA,NA
TNC,OG0003533,NA,NA
TNF,NA,2,2
TNFAIP1,NA,1,1
TNFAIP2,OG0004048,NA,NA
TNFAIP3,OG0009114,NA,NA
TNFAIP6,OG0007081,NA,NA
TNFRSF11A,OG0011361,1,1
TNFRSF13B,OG0012178,NA,NA
TNFRSF17,OG0012396,NA,NA
TNFRSF18,OG0012685,NA,NA
TNFRSF19,OG0005362,NA,NA
TNFRSF1A,NA,1,1
TNFRSF1B,OG0005506,NA,NA
TNFRSF21,OG0009091,1,1
TNFRSF4,OG0012377,NA,NA
TNFRSF6B,NA,1,1
TNFRSF9,OG0005750,NA,NA
TNFSF10,OG0006357,NA,NA
TNFSF11,OG0011870,NA,NA
TNFSF13,OG0012442,NA,NA
TNFSF14,NA,1,1
TNFSF15,OG0007475,NA,NA
TNFSF8,OG0012681,NA,NA
TNIP1,OG0009918,NA,NA
TNIP2,OG0010068,NA,NA
TNIP3,OG0012425,1,1
TNKS1BP1,OG0008643,2,2
TNMD,OG0010296,NA,NA
TNNC2,OG0004013,NA,NA
TNNI3K,OG0007418,1,1
TNPO3,OG0004831,NA,NA
TNRC18,OG0003491,NA,NA
TNRC6B,NA,1,1
TNS1,OG0004035,1,1
TNS3,OG0004946,NA,NA
TNS4,OG0010108,1,1
TOB1,OG0004759,NA,NA
TOB2,OG0012549,1,1
TOE1,OG0006451,NA,NA
TOGARAM1,NA,1,1
TOLLIP,OG0007715,NA,NA
TOM1L1,OG0012703,NA,NA
TOMM22,OG0004684,NA,NA
TOMM34,OG0008601,NA,NA
TOMM40,NA,2,2
TOMM7,OG0008049,NA,NA
TOMM70A,OG0009312,NA,NA
TOP3A,OG0008582,NA,NA
TOP3B,OG0008444,NA,NA
TOPAZ1,OG0009714,1,1
TOPBP1,OG0006657,1,1
TOPORS,OG0004039,NA,NA
TOR2A,OG0010245,1,1
TOR4A,OG0005483,NA,NA
TOX,NA,2,2
TOX3,OG0008766,NA,NA
TP53,OG0006153,1,1
TP53BP1,OG0004081,1,1
TP53I11,OG0004733,NA,NA
TP53I13,OG0011800,NA,NA
TP53I3,NA,1,1
TP53RK,OG0008203,1,1
TP63,OG0004842,1,1
TP73,OG0012124,1,1
TPBGL,OG0006770,NA,NA
TPC3,OG0012313,NA,NA
TPCN1,OG0009421,NA,NA
TPCN2,OG0003819,NA,NA
TPD52,OG0009910,NA,NA
TPD52L2,OG0005430,NA,NA
TPGS1,OG0011768,NA,NA
TPGS2,OG0007371,NA,NA
TPI1,OG0004212,1,1
TPK1,OG0009773,NA,NA
TPMT,OG0005038,NA,NA
TPO,OG0012697,NA,NA
TPP1,OG0011244,NA,NA
TPP2,OG0007895,NA,NA
TPR,OG0004956,NA,NA
TPRA1,OG0010377,NA,NA
TPRKB,OG0008228,NA,NA
TPRN,OG0009951,NA,NA
TPTE,NA,1,1
TPTE2,OG0004302,NA,NA
TPX2,OG0004318,1,1
TRABD,OG0009831,NA,NA
TRADD,OG0006265,NA,NA
TRAF3IP1,OG0007853,NA,NA
TRAF3IP2,OG0010040,NA,NA
TRAF3IP3,OG0009358,1,1
TRAF4,OG0005524,NA,NA
TRAF6,OG0009465,1,1
TRAF7,OG0006640,NA,NA
TRAFD1,OG0009534,2,2
TRAIP,OG0010549,NA,NA
TRAM2,OG0009769,NA,NA
TRANK1,OG0008122,1,1
TRAP1,OG0006655,NA,NA
TRAPPC1,OG0011182,NA,NA
TRAPPC10,OG0006494,NA,NA
TRAPPC11,OG0009392,NA,NA
TRAPPC12,OG0009327,NA,NA
TRAPPC13,OG0006448,NA,NA
TRAPPC4,OG0009410,NA,NA
TRAPPC5,OG0007543,NA,NA
TRAPPC8,OG0007974,NA,NA
TRAPPC9,OG0006860,NA,NA
TRAT1,OG0011557,NA,NA
TRDMT1,OG0008807,NA,NA
TRDN,NA,1,1
TREH,OG0012268,NA,NA
TREM18,NA,1,1
TRERF1,OG0008437,NA,NA
TRH,OG0010243,NA,NA
TRHDE,OG0006736,NA,NA
TRIAP1,OG0006696,NA,NA
TRIL,OG0008944,NA,NA
TRIM13,OG0004726,NA,NA
TRIM14,NA,1,1
TRIM23,OG0009108,NA,NA
TRIM25,OG0004103,NA,NA
TRIM27,NA,1,1
TRIM28,OG0012312,NA,NA
TRIM29,OG0012631,NA,NA
TRIM32,OG0007362,NA,NA
TRIM36,OG0007709,NA,NA
TRIM37,OG0010873,1,1
TRIM39-RPP21,NA,1,1
TRIM42,NA,1,1
TRIM44,OG0007652,NA,NA
TRIM45,OG0011088,NA,NA
TRIM46,OG0005939,NA,NA
TRIM50,NA,1,1
TRIM59,OG0005693,NA,NA
TRIM6,NA,1,1
TRIM6-TRIM34,NA,1,1
TRIM62,OG0006321,NA,NA
TRIM66,OG0005149,1,1
TRIM71,OG0005848,NA,NA
TRIM8,OG0006088,NA,NA
TRIP10,NA,1,1
TRIP11,OG0009501,1,1
TRIP12,OG0006652,NA,NA
TRIP13,OG0010215,NA,NA
TRIP4,OG0007431,NA,NA
TRIQK,OG0011559,NA,NA
TRIT1,OG0010695,NA,NA
TRMT1,OG0009836,1,1
TRMT10A,OG0009733,NA,NA
TRMT10B,OG0011888,NA,NA
TRMT10C,OG0007341,NA,NA
TRMT11,OG0006969,NA,NA
TRMT112,OG0005172,NA,NA
TRMT12,OG0007849,1,1
TRMT13,OG0007108,NA,NA
TRMT1L,OG0009342,1,1
TRMT2A,OG0008883,NA,NA
TRMT2B,NA,1,1
TRMT44,OG0011233,NA,NA
TRMT5,OG0010517,1,1
TRMT6,OG0009699,NA,NA
TRMT61A,OG0009770,NA,NA
TRMT61B,OG0010629,NA,NA
TRMU,OG0011179,NA,NA
TRNP1,OG0012469,NA,NA
TRNT1,OG0006431,NA,NA
TROAP,NA,1,1
TROVE2,OG0010785,NA,NA
TRPA1,OG0006889,NA,NA
TRPC1,OG0011407,NA,NA
TRPC4,NA,1,1
TRPC4AP,OG0004745,NA,NA
TRPM2,OG0004148,NA,NA
TRPM4,NA,1,1
TRPM8,NA,1,1
TRPS1,OG0007114,NA,NA
TRPT1,OG0011218,NA,NA
TRPV1,NA,2,2
TRPV3,NA,1,1
TRRAP,OG0005108,NA,NA
TRUB1,OG0008966,NA,NA
TRUB2,OG0008938,1,1
TSC1,OG0007629,1,1
TSC2,OG0005542,NA,NA
TSC22D1,OG0007367,NA,NA
TSC22D2,OG0007443,NA,NA
TSEN15,OG0006922,NA,NA
TSEN2,OG0010105,1,1
TSEN34,OG0010489,NA,NA
TSEN54,OG0008502,NA,NA
TSFM,OG0009512,NA,NA
TSG101,OG0009466,1,1
TSGA10IP,NA,1,1
TSGA13,OG0012693,1,1
TSHZ1,OG0009347,NA,NA
TSHZ2,OG0008668,1,1
TSHZ3,OG0007796,NA,NA
TSKS,OG0012367,NA,NA
TSKU,OG0009563,NA,NA
TSN,OG0008686,NA,NA
TSN6,NA,1,1
TSNAX,OG0008483,NA,NA
TSNAXIP1,OG0009778,1,1
TSPAN10,OG0009680,NA,NA
TSPAN12,OG0011242,NA,NA
TSPAN13,OG0005249,NA,NA
TSPAN31,OG0011292,NA,NA
TSPAN32,OG0010923,NA,NA
TSPAN8,OG0006089,1,1
TSPEAR,OG0005027,NA,NA
TSPYL1,NA,1,1
TSPYL5,NA,1,1
TSR1,OG0008706,NA,NA
TSR2,OG0004174,1,1
TSR3,OG0011415,NA,NA
TSSC1,OG0005329,NA,NA
TSSC4,OG0011353,NA,NA
TSTA3,OG0005337,NA,NA
TSTD2,OG0008591,NA,NA
TSTD3,NA,1,1
TTBK1,OG0003623,NA,NA
TTBK2,OG0004586,1,1
TTC1,OG0010500,NA,NA
TTC12,OG0011316,1,1
TTC13,OG0006654,NA,NA
TTC14,OG0009409,NA,NA
TTC16,OG0011001,1,1
TTC17,OG0009065,NA,NA
TTC18,OG0006244,NA,NA
TTC19,OG0007518,NA,NA
TTC21A,NA,1,1
TTC22,OG0009850,NA,NA
TTC23,NA,1,1
TTC25,OG0011004,NA,NA
TTC26,OG0011300,NA,NA
TTC27,OG0007393,NA,NA
TTC28,OG0004437,NA,NA
TTC29,OG0005769,NA,NA
TTC3,NA,1,1
TTC32,OG0010924,NA,NA
TTC33,OG0008852,NA,NA
TTC34,OG0008135,NA,NA
TTC36,OG0011645,NA,NA
TTC37,OG0010274,NA,NA
TTC38,OG0004868,NA,NA
TTC39B,NA,1,1
TTC39C,OG0005617,NA,NA
TTC4,OG0009580,1,1
TTC5,OG0006823,NA,NA
TTC6,OG0004546,NA,NA
TTC8,OG0007426,NA,NA
TTC9C,OG0007867,NA,NA
TTF1,OG0003852,NA,NA
TTF2,OG0009215,NA,NA
