gene_symbol,OG_ID,analysis_absrel,analysis_relax_selection,analysis_paml,analysis_cafe_expanded,analysis_relax_relaxed,analysis_cafe_contracted,count_sel,count_rel,condition,TargetSpecies_Count,Reference_Count
MCL1,OG0003865,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MCM2,OG0007840,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MCM3,OG0005169,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MCTP1,OG0008480,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MDGA2,OG0005219,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MDH1,OG0007230,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MDH2,OG0007111,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MDM4,OG0004785,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ME2,OG0006567,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MEA1,OG0005350,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED10,OG0006149,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED14,OG0005611,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED17,OG0011697,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED18,OG0011341,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED20,OG0008243,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED27,OG0008918,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MED7,OG0004814,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MEDAG,OG0008715,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MEF2D,OG0007003,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MEOX2,OG0004773,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MESDC1,OG0008665,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MEST,OG0006632,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MET,OG0007832,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METAP1,OG0006503,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METAP1D,OG0010253,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL11B,OG0008459,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL13,OG0009201,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL14,OG0006123,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL16,OG0008803,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL22,OG0011162,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL23,OG0008789,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL4,OG0008253,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
METTL6,OG0010775,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MFAP1,OG0005184,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MFHAS1,OG0005899,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MFSD10,OG0011778,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MFSD3,OG0009707,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MGAT1,OG0006076,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MGAT5,OG0009289,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MGAT5B,OG0004555,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MGEA5,OG0005296,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MGLL,OG0006297,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MICU3,OG0005269,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MIER1,OG0005487,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MIOS,OG0009387,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MKLN1,OG0008929,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MKRN2,OG0007046,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MLF2,OG0011392,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MLLT4,OG0003926,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MMGT1,OG0003977,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MMP28,OG0010419,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MNAT1,OG0011490,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MND1,OG0005064,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MOCS2,OG0005248,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MON1B,OG0006303,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MPND,OG0008490,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MPP1,OG0008595,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MPP5,OG0004819,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MPV17L2,OG0005980,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MPZL3,OG0010123,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRAS,OG0004312,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRC2,OG0007809,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL15,OG0007828,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL17,OG0007023,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL24,OG0009250,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL27,OG0005727,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL34,OG0009622,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL35,OG0009256,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL4,OG0011325,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL40,OG0006785,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL43,OG0009757,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL46,OG0011493,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPL52,OG0006769,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPS17,OG0009679,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPS18A,OG0006285,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MRPS25,OG0010972,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MSANTD1,OG0008234,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MSANTD2,OG0008839,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MSANTD4,OG0007369,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MSGN1,OG0012199,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MSL2,OG0006193,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MTF1,OG0005271,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MTF2,OG0009431,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MTHFR,OG0008956,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MTHFSD,OG0008385,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MTMR10,OG0009294,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MTSS1,OG0012231,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MUT,OG0010474,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MXRA8,OG0010336,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYCBP2,OG0007992,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYNN,OG0011372,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYO5C,OG0007201,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYO6,OG0004466,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYOZ1,OG0007029,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYOZ2,OG0004294,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYSM1,OG0006336,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
MYZAP,OG0007905,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
N4BP3,OG0005838,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NACC1,OG0003853,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NACC2,OG0010368,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NADK2,OG0010413,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NAE1,OG0006211,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NALCN,OG0004337,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NANP,OG0006880,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NAT10,OG0010578,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NAT8L,OG0008799,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCAM2,OG0004407,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCBP1,OG0010311,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCF1,OG0008361,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCMAP,OG0011254,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCOA2,OG0009401,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCOA6,OG0005755,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NCSTN,OG0007399,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDP,OG0008193,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFAF2,OG0007178,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFAF4,OG0004169,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFAF5,OG0009764,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFAF6,OG0007438,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFB9,OG0009384,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFS4,OG0006781,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NDUFV2,OG0008645,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NEDD8,OG0004985,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NELFB,OG0010460,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NEMF,OG0005291,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFATC1,OG0004854,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFE2L1,OG0007805,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFIA,OG0007392,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFIL3,OG0005793,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFKB1,OG0005629,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFKBIA,OG0004241,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFKBIB,OG0007548,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFKBIL1,OG0008532,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFRKB,OG0010651,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFS1,OG0010768,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFYA,OG0008078,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NFYB,OG0005322,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NGB,OG0009142,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NGEF,OG0006975,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NGF,OG0005965,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NHEJ1,OG0009812,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NHP2,OG0008520,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NKRF,OG0007093,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NKX2-2,OG0008280,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NLRC3,OG0008164,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NLRX1,OG0009443,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NME7,OG0011285,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NMNAT2,OG0007661,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NOB1,OG0007790,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NOL10,OG0005984,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NOMO1,OG0007770,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NOSTRIN,OG0012026,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NPC2,OG0005055,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NPDC1,OG0006288,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NPEPL1,OG0003916,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NPEPPS,OG0004879,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NPLOC4,OG0011390,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NPRL3,OG0006493,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NR1D1,OG0011483,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NR1D2,OG0004267,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NR1H4,OG0006773,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NR4A2,OG0004275,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NR4A3,OG0011732,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NRF1,OG0006603,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NRG3,OG0003757,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NRG4,OG0012290,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NSA2,OG0003675,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NSF,OG0004324,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NSUN2,OG0005452,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NTAN1,OG0005763,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NTF3,OG0009866,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NTF4,OG0012295,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NTS,OG0009655,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUDT12,OG0009930,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUDT21,OG0007141,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUDT8,OG0008513,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUP107,OG0011763,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUP155,OG0010686,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUP188,OG0007830,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUP43,OG0009098,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUP54,OG0009916,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NUP93,OG0007558,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
NXPE3,OG0003326,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OAF,OG0006586,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OGT,OG0000631,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OLA1,OG0004720,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OLFML3,OG0007659,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
ORC4,OG0007775,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OSCP1,OG0007142,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OSTF1,OG0006928,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OSTM1,OG0010252,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OTP,OG0006857,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OTUD1,OG0008613,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OTULIN,OG0006667,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
OXNAD1,OG0008451,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
P2RY1,OG0006417,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
P2RY6,OG0011054,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
P4HTM,OG0006459,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PA2G4,OG0004311,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PACSIN3,OG0010641,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAF1,OG0007317,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAGR1,OG0011259,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAK4,OG0010387,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAK7,OG0007882,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAMR1,OG0005543,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PANK4,OG0011436,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PANX3,OG0010012,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAQR3,OG0003824,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAQR4,OG0008273,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PARD3,OG0005660,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PARP11,OG0006941,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PATL1,OG0010601,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PAX8,OG0011636,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PBK,OG0004257,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCDH1,OG0004415,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCDH10,OG0004908,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCDH15,OG0003569,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCDH17,OG0005451,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCDH18,OG0004916,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCDH7,OG0006722,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCGF5,OG0004061,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCSK1,OG0010754,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCYOX1,OG0011263,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PCYOX1L,OG0010349,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDAP1,OG0003862,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDCD1,OG0012528,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDCD6IP,OG0007604,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDCL,OG0010644,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDE5A,OG0006368,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDE6D,OG0006694,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDGFRA,OG0009589,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDHB,OG0006869,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDHX,OG0004890,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDIA6,OG0006168,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDP1,OG0004170,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDPK1,OG0006702,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDXDC1,OG0011544,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PDZD7,OG0004575,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PEMT,OG0010594,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PERP,OG0004420,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PEX13,OG0010287,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PEX19,OG0008627,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PEX3,OG0011251,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PEX5,OG0006038,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PEX5L,OG0003933,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PFDN5,OG0006892,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PFN3,OG0010752,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PGAP1,OG0004806,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PGBD5,OG0008396,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PGGT1B,OG0011181,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PGM2,OG0010563,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHACTR1,OG0007302,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHB,OG0003831,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHB2,OG0003968,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHC3,OG0005225,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHF1,OG0008780,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHF10,OG0006564,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHF14,OG0009830,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHF19,OG0006177,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHF21A,OG0007522,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHF6,OG0008858,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHKB,OG0004845,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHLDB2,OG0004873,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PHYH,OG0005949,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PI4KB,OG0005312,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIGC,OG0005801,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIGG,OG0006277,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIGO,OG0011382,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIGP,OG0008006,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIGS,OG0008651,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIK3C3,OG0007378,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIK3R4,OG0010075,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIK3R5,OG0005798,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIKFYVE,OG0005662,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PINK1,OG0011782,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIP4K2C,OG0011412,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIR,OG0009969,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PIRT,OG0009780,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PITHD1,OG0009688,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PITRM1,OG0006495,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PKD2,OG0005015,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PKP3,OG0006514,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PKP4,OG0009412,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLAC8L1,OG0012033,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLCB4,OG0005335,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLD5,OG0004742,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLEKHA1,OG0004348,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLEKHD1,OG0010582,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLEKHM1,OG0005800,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLEKHM3,OG0005818,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLEKHO1,OG0005812,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLGRKT,OG0010916,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLIN1,OG0010966,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLN,OG0011540,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLP1,OG0005340,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PLRG1,OG0005765,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PNPT1,OG0011462,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PODXL2,OG0011344,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLA2,OG0008488,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLDIP3,OG0007459,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
Pole3,OG0004724,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR1C,OG0005048,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR2B,OG0007479,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR2C,OG0004545,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR2J,OG0006820,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR3D,OG0005256,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR3E,OG0009477,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POLR3F,OG0005850,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POMT2,OG0010667,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POP5,OG0010270,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POU1F1,OG0009611,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
POU6F1,OG0010707,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPAPDC3,OG0009074,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPAT,OG0007356,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPFIBP1,OG0004112,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPHLN1,OG0003525,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPID,OG0008549,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPIL3,OG0009841,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPIL4,OG0007066,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPM1D,OG0005556,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPM1E,OG0008955,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPM1F,OG0010394,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPM1L,OG0006682,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPM1M,OG0012491,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPME1,OG0004263,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
PPP1R10,OG0004045,NA,NA,NA,NA,relaxed,NA,0,1,NA,0,0
